Serial Number	Date_IV	Obs#	Port#	Observation Length	Exp_Flux	Exp_R2	Lin_Flux	Lin_R2	Tcham_IV	V1_IV	V2_IV	V3_IV	V4_IV	
81A-1678	2021-10-16 03:09:12	68	4	02:00	5.350000	0.9998	4.580	0.9992	17.65	3.1	0.341	18.693	0.035	
81A-1678	2021-10-16 03:58:43	69	1	02:00	12.540000	0.9997	10.370	0.9984	17.7	2.3	0.416	71.844	0.149	
81A-1678	2021-10-16 04:02:15	70	2	02:00	7.560000	0.9994	4.860	0.9953	15.65	2.771	0.298	11.93	0.212	
81A-1678	2021-10-16 04:05:46	71	3	02:00	3.240000	0.9980	2.770	0.9974	17.69	3.347	0.415	16.088	0.391	
81A-1678	2021-10-16 04:09:15	72	4	02:00	5.330000	0.9995	4.550	0.9989	17.56	3.091	0.341	18.553	0.035	
81A-1678	2021-10-16 04:58:43	73	1	02:00	12.430000	0.9998	10.220	0.9985	17.57	2.3	0.416	71.944	0.146	
81A-1678	2021-10-16 05:02:15	74	2	02:00	7.700000	0.9993	4.980	0.9951	15.69	2.7	0.299	11.845	0.202	
81A-1678	2021-10-16 05:05:46	75	3	02:00	2.900000	0.9989	2.820	0.9989	17.67	3.3	0.416	15.991	0.404	
81A-1678	2021-10-16 05:09:15	76	4	02:00	5.250000	0.9995	4.580	0.9991	17.55	3.1	0.341	18.437	0.035	
81A-1678	2021-10-16 05:58:43	77	1	02:00	12.390000	0.9998	10.200	0.9983	17.6	2.3	0.414	71.826	0.144	
81A-1678	2021-10-16 06:02:15	78	2	02:00	6.730000	0.9994	4.740	0.9963	15.84	2.7	0.298	11.76	0.203	
81A-1678	2021-10-16 06:05:47	79	3	02:00	2.740000	0.9991	2.740	0.9991	17.6	3.3	0.416	15.909	0.374	
81A-1678	2021-10-16 06:09:19	80	4	02:00	4.920000	0.9995	4.370	0.9990	17.51	3.1	0.34	18.37	0.035	
81A-1678	2021-10-16 06:58:43	81	1	02:00	11.560000	0.9999	9.950	0.9990	17.76	2.26	0.415	70.919	0.144	
81A-1678	2021-10-16 07:02:15	82	2	02:00	7.400000	0.9992	4.670	0.9955	16.04	3.1	0.298	11.729	0.205	
81A-1678	2021-10-16 07:05:44	83	3	02:00	2.960000	0.9989	2.730	0.9987	17.83	3.3	0.415	15.871	0.366	
81A-1678	2021-10-16 07:09:13	84	4	02:00	5.730000	0.9995	4.510	0.9984	17.75	3.1	0.34	18.309	0.035	
81A-1678	2021-10-16 07:58:43	85	1	02:00	11.910000	0.9999	10.030	0.9988	17.83	2.204	0.414	71.022	0.144	
81A-1678	2021-10-16 08:02:15	86	2	02:00	6.170000	0.9995	4.490	0.9971	16.1	2.822	0.298	11.706	0.205	
81A-1678	2021-10-16 08:05:46	87	3	02:00	2.850000	0.9990	2.800	0.9990	17.84	3.416	0.415	15.86	0.37	
81A-1678	2021-10-16 08:09:15	88	4	02:00	5.180000	0.9997	4.380	0.9991	17.74	3.2	0.34	18.294	0.035	
81A-1678	2021-10-16 08:58:43	89	1	02:00	11.360000	0.9997	9.850	0.9988	18.3	2.3	0.415	71.262	0.149	
81A-1678	2021-10-16 09:02:13	90	2	02:00	6.760000	0.9993	4.610	0.9968	16.52	2.995	0.298	11.734	0.215	
81A-1678	2021-10-16 09:05:42	91	3	02:00	3.050000	0.9993	2.770	0.9990	18.48	3.3	0.415	15.919	0.378	
81A-1678	2021-10-16 09:09:11	92	4	02:00	4.950000	0.9995	4.360	0.9991	18.51	3.1	0.339	18.336	0.035	
81A-1678	2021-10-16 09:58:43	93	1	02:00	11.210000	0.9998	9.370	0.9986	19.34	2.3	0.415	71.128	0.163	
81A-1678	2021-10-16 10:02:15	94	2	02:00	5.200000	0.9994	4.110	0.9981	17.42	2.7	0.296	11.924	0.24	
81A-1678	2021-10-16 10:05:45	95	3	02:00	2.810000	0.9988	2.810	0.9988	19.39	3.3	0.416	16.148	0.399	
81A-1678	2021-10-16 10:09:17	96	4	02:00	4.770000	0.9987	3.780	0.9977	19.45	3.1	0.339	18.5	0.035	
81A-1678	2021-10-16 10:58:43	97	1	02:00	10.470000	0.9998	8.960	0.9989	20.62	2.3	0.414	70.916	0.187	
81A-1678	2021-10-16 11:02:15	98	2	02:00	5.850000	0.9988	4.120	0.9967	18.53	2.9	0.296	12.226	0.279	
81A-1678	2021-10-16 11:05:44	99	3	02:00	2.970000	0.9992	2.770	0.9991	20.68	3.2	0.417	16.545	0.431	
81A-1678	2021-10-16 11:09:13	100	4	02:00	5.280000	0.9997	4.190	0.9985	20.73	3.1	0.34	18.825	0.035	
81A-1678	2021-10-16 11:58:43	101	1	02:00	10.590000	0.9998	8.940	0.9987	21.48	2.3	0.416	71.153	0.205	
81A-1678	2021-10-16 12:02:15	102	2	02:00	7.240000	0.9995	4.430	0.9957	19.18	2.7	0.296	12.573	0.308	
81A-1678	2021-10-16 12:05:43	103	3	02:00	2.860000	0.9995	2.800	0.9995	21.6	3.225	0.417	16.939	0.455	
81A-1678	2021-10-16 12:09:12	104	4	02:00	4.980000	0.9997	4.390	0.9992	21.69	3.1	0.34	19.174	0.035	
81A-1678	2021-10-16 12:58:43	105	1	02:00	9.560000	0.9999	8.580	0.9994	22.85	2.3	0.417	71.112	0.227	
81A-1678	2021-10-16 13:02:12	106	2	02:00	4.980000	0.9992	4.500	0.9989	20.9	2.7	0.296	12.953	0.347	
81A-1678	2021-10-16 13:05:40	107	3	02:00	3.000000	0.9995	2.860	0.9994	23.08	3.2	0.417	17.398	0.487	
81A-1678	2021-10-16 13:09:09	108	4	02:00	4.840000	0.9996	4.410	0.9993	23.25	3.1	0.341	19.719	0.034	
81A-1678	2021-10-16 13:58:43	109	1	02:00	10.030000	0.9998	8.680	0.9989	23.34	2.3	0.415	71.193	0.24	
81A-1678	2021-10-16 14:02:15	110	2	02:00	5.210000	0.9995	4.450	0.9989	21.26	2.7	0.297	13.31	0.369	
81A-1678	2021-10-16 14:05:44	111	3	02:00	2.970000	0.9996	2.940	0.9996	23.21	3.2	0.418	17.785	0.507	
81A-1678	2021-10-16 14:09:13	112	4	02:00	4.930000	0.9995	4.440	0.9992	23.31	3.1	0.34	20.082	0.033	
81A-1678	2021-10-16 14:58:43	113	1	02:00	9.490000	0.9998	8.290	0.9991	23.64	2.265	0.415	71.231	0.242	
81A-1678	2021-10-16 15:02:13	114	2	02:00	4.690000	0.9988	4.690	0.9988	21.52	2.9	0.296	13.567	0.373	
81A-1678	2021-10-16 15:05:44	115	3	02:00	3.270000	0.9994	2.900	0.9989	23.53	3.2	0.417	18.084	0.508	
81A-1678	2021-10-16 15:09:13	116	4	02:00	4.540000	0.9991	4.180	0.9989	23.54	3.1	0.339	20.317	0.033	
81A-1678	2021-10-16 15:58:43	117	1	02:00	9.960000	0.9997	8.410	0.9984	19.27	2.2	0.413	70.841	0.169	
81A-1678	2021-10-16 16:02:15	118	2	02:00	4.900000	0.9978	4.900	0.9978	17.39	3	0.294	12.966	0.246	
81A-1678	2021-10-16 16:05:46	119	3	02:00	2.950000	0.9994	2.950	0.9994	19.13	3.2	0.415	17.287	0.376	
81A-1678	2021-10-16 16:09:18	120	4	02:00	5.120000	0.9995	4.440	0.9990	19.08	3.1	0.338	19.648	0.033	
81A-1678	2021-10-16 16:58:43	121	1	02:00	9.860000	0.9996	8.840	0.9990	17.63	2.3	0.397	70.294	0.081	
81A-1678	2021-10-16 17:02:12	122	2	02:00	4.470000	0.9995	4.230	0.9995	15.49	3.1	0.305	12.429	0.139	
81A-1678	2021-10-16 17:05:40	123	3	02:00	2.570000	0.9993	2.530	0.9993	17.43	3.2	0.379	16.654	0.247	
81A-1678	2021-10-16 17:09:09	124	4	02:00	5.010000	0.9996	4.320	0.9988	17.2	3.1	0.344	19.099	0.033	
81A-1678	2021-10-16 17:58:43	125	1	02:00	9.260000	0.9998	8.530	0.9995	16.63	2.3	0.468	68.972	0.035	
81A-1678	2021-10-16 18:02:12	126	2	02:00	3.310000	0.9997	3.230	0.9996	14.26	3.1	0.368	11.879	0.11	
81A-1678	2021-10-16 18:05:40	127	3	02:00	1.420000	0.9978	1.340	0.9976	16.62	3.284	0.45	16.107	0.225	
81A-1678	2021-10-16 18:09:09	128	4	02:00	4.800000	0.9992	3.570	0.9970	16.39	3.1	0.412	18.568	0.035	
81A-1678	2021-10-16 18:58:43	129	1	02:00	8.700000	0.9999	7.420	0.9987	16.65	2.3	0.454	70.389	0.044	
81A-1678	2021-10-16 19:02:15	130	2	02:00	3.180000	0.9994	2.920	0.9992	13.34	3.1	0.397	11.548	0.118	
81A-1678	2021-10-16 19:05:43	131	3	02:00	1.730000	0.9984	1.730	0.9984	16.73	3.265	0.427	15.785	0.24	
81A-1678	2021-10-16 19:09:15	132	4	02:00	3.390000	0.9990	3.080	0.9988	16.58	3.1	0.416	18.294	0.035	
81A-1678	2021-10-16 19:58:43	133	1	02:00	8.790000	0.9995	7.300	0.9982	15.82	2.3	0.456	70.478	0.046	
81A-1678	2021-10-16 20:02:15	134	2	02:00	3.330000	0.9992	2.860	0.9987	13.45	3.1	0.397	11.411	0.105	
81A-1678	2021-10-16 20:05:43	135	3	02:00	1.940000	0.9985	1.820	0.9984	15.83	3.3	0.402	15.59	0.231	
81A-1678	2021-10-16 20:09:12	136	4	02:00	3.560000	0.9990	3.380	0.9990	15.69	3.182	0.421	18.077	0.035	
81A-1678	2021-10-16 20:58:43	137	1	02:00	8.890000	0.9996	7.330	0.9981	15.01	2.3	0.455	70.482	0.043	
81A-1678	2021-10-16 21:02:15	138	2	02:00	4.230000	0.9994	3.220	0.9975	12.07	3.1	0.387	11.159	0.089	
81A-1678	2021-10-16 21:05:46	139	3	02:00	1.880000	0.9974	1.710	0.9971	15.14	3.3	0.401	15.288	0.23	
81A-1678	2021-10-16 21:09:15	140	4	02:00	4.530000	0.9993	3.800	0.9985	14.83	3.2	0.415	17.771	0.035	
81A-1678	2021-10-16 21:58:43	141	1	02:00	8.500000	0.9994	7.350	0.9984	14.43	2.3	0.455	70.449	0.042	
81A-1678	2021-10-16 22:02:12	142	2	02:00	4.850000	0.9995	3.520	0.9968	11.95	3.1	0.384	10.871	0.078	
81A-1678	2021-10-16 22:05:43	143	3	02:00	2.240000	0.9990	1.950	0.9986	14.44	3.3	0.41	14.948	0.202	
81A-1678	2021-10-16 22:09:12	144	4	02:00	4.670000	0.9992	3.780	0.9982	13.98	3.2	0.412	17.428	0.036	
81A-1678	2021-10-16 22:58:43	145	1	02:00	8.880000	0.9995	7.580	0.9985	13.61	2.3	0.458	70.471	0.047	
81A-1678	2021-10-16 23:02:13	146	2	02:00	4.660000	0.9995	3.760	0.9982	10.62	3.2	0.38	10.564	0.068	
81A-1678	2021-10-16 23:05:44	147	3	02:00	2.120000	0.9991	1.930	0.9989	13.69	3.3	0.424	14.587	0.211	
81A-1678	2021-10-16 23:09:13	148	4	02:00	4.400000	0.9988	3.580	0.9980	13.72	3.2	0.409	17.031	0.036	
81A-1678	2021-10-16 23:58:43	149	1	02:00	9.160000	0.9996	7.560	0.9981	13.14	2.3	0.461	70.353	0.063	
81A-1678	2021-10-17 00:02:15	150	2	02:00	5.440000	0.9996	3.800	0.9965	11.05	3.2	0.379	10.202	0.054	
81A-1678	2021-10-17 00:05:46	151	3	02:00	2.180000	0.9988	1.960	0.9985	13.15	3.3	0.433	14.244	0.206	
81A-1678	2021-10-17 00:09:15	152	4	02:00	4.310000	0.9989	3.780	0.9984	13.11	3.2	0.407	16.626	0.036	
81A-1678	2021-10-17 00:58:43	153	1	02:00	8.390000	0.9997	7.230	0.9987	12.4	2.3	0.466	70.345	0.063	
81A-1678	2021-10-17 01:02:14	154	2	02:00	4.630000	0.9992	3.870	0.9981	10.02	3.136	0.38	9.816	0.046	
81A-1678	2021-10-17 01:05:42	155	3	02:00	2.110000	0.9992	2.010	0.9992	12.61	3.3	0.437	13.847	0.19	
81A-1678	2021-10-17 01:09:11	156	4	02:00	3.820000	0.9991	3.610	0.9991	12.4	3.2	0.405	16.261	0.037	
81A-1678	2021-10-17 01:58:43	157	1	02:00	8.460000	0.9997	7.550	0.9991	12.04	2.3	0.466	70.359	0.057	
81A-1678	2021-10-17 02:02:12	158	2	02:00	5.040000	0.9996	3.950	0.9981	8.87	3.2	0.379	9.445	0.038	
81A-1678	2021-10-17 02:05:43	159	3	02:00	2.110000	0.9991	2.040	0.9990	12.02	3.3	0.439	13.437	0.179	
81A-1678	2021-10-17 02:09:12	160	4	02:00	3.960000	0.9997	3.630	0.9994	11.75	3.2	0.404	15.891	0.037	
81A-1678	2021-10-17 02:58:43	161	1	02:00	9.100000	0.9998	7.550	0.9983	11.77	2.3	0.465	70.378	0.054	
81A-1678	2021-10-17 03:02:15	162	2	02:00	5.090000	0.9994	4.040	0.9979	8.91	3.2	0.377	9.13	0.038	
81A-1678	2021-10-17 03:05:47	163	3	02:00	2.260000	0.9990	2.050	0.9988	11.85	3.3	0.439	13.102	0.182	
81A-1678	2021-10-17 03:09:16	164	4	02:00	4.390000	0.9990	3.730	0.9983	11.58	3.2	0.402	15.559	0.038	
81A-1678	2021-10-17 03:58:43	165	1	02:00	7.850000	0.9998	7.220	0.9995	11.9	2.3	0.465	70.269	0.052	
81A-1678	2021-10-17 04:02:12	166	2	02:00	5.370000	0.9995	3.980	0.9974	8.13	3.2	0.375	8.909	0.038	
81A-1678	2021-10-17 04:05:43	167	3	02:00	2.380000	0.9993	2.090	0.9988	12.01	3.3	0.44	12.889	0.178	
81A-1678	2021-10-17 04:09:12	168	4	02:00	4.300000	0.9992	3.710	0.9986	11.86	3.2	0.402	15.314	0.038	
81A-1678	2021-10-17 04:58:43	169	1	02:00	8.820000	0.9997	7.520	0.9987	12	2.3	0.465	70.291	0.052	
81A-1678	2021-10-17 05:02:14	170	2	02:00	5.410000	0.9996	4.000	0.9971	7.93	3.2	0.374	8.729	0.038	
81A-1678	2021-10-17 05:05:45	171	3	02:00	2.220000	0.9993	2.080	0.9992	12.09	3.3	0.444	12.704	0.178	
81A-1678	2021-10-17 05:09:14	172	4	02:00	3.960000	0.9996	3.660	0.9994	11.92	3.2	0.398	15.106	0.038	
81A-1678	2021-10-17 05:58:43	173	1	02:00	9.380000	0.9997	7.630	0.9980	11.34	2.4	0.465	70.243	0.047	
81A-1678	2021-10-17 06:02:15	174	2	02:00	4.810000	0.9994	3.310	0.9969	7.87	3.2	0.38	8.502	0.038	
81A-1678	2021-10-17 06:05:44	175	3	02:00	2.060000	0.9986	2.060	0.9986	11.34	3.3	0.445	12.468	0.166	
81A-1678	2021-10-17 06:09:16	176	4	02:00	4.680000	0.9992	3.780	0.9983	11.36	3.2	0.394	14.868	0.037	
81A-1678	2021-10-17 06:58:43	177	1	02:00	8.040000	0.9998	7.210	0.9994	11.16	2.4	0.466	70.201	0.046	
81A-1678	2021-10-17 07:02:12	178	2	02:00	6.150000	0.9994	3.230	0.9903	8.5	3.2	0.379	8.301	0.038	
81A-1678	2021-10-17 07:05:43	179	3	02:00	2.360000	0.9990	2.140	0.9988	11.25	3.3	0.444	12.177	0.161	
81A-1678	2021-10-17 07:09:12	180	4	02:00	4.390000	0.9988	3.810	0.9983	11.32	3.2	0.393	14.616	0.038	
81A-1678	2021-10-17 07:58:43	181	1	02:00	8.910000	0.9995	7.450	0.9982	10.99	2.365	0.466	70.2	0.044	
81A-1678	2021-10-17 08:02:15	182	2	02:00	5.420000	0.9997	3.690	0.9970	7.98	3.2	0.381	8.102	0.038	
81A-1678	2021-10-17 08:05:43	183	3	02:00	2.260000	0.9993	2.140	0.9993	10.99	3.3	0.446	11.976	0.157	
81A-1678	2021-10-17 08:09:12	184	4	02:00	3.770000	0.9994	3.520	0.9993	10.98	3.2	0.391	14.398	0.038	
81A-1678	2021-10-17 08:58:43	185	1	02:00	10.600000	0.9904	10.600	0.9904	11.28	2.32	0.466	70.151	0.045	
81A-1678	2021-10-17 09:02:15	186	2	02:00	4.590000	0.9997	3.790	0.9986	8.12	3.2	0.38	7.946	0.038	
81A-1678	2021-10-17 09:05:45	187	3	02:00	2.280000	0.9968	1.880	0.9956	11.41	3.3	0.447	11.934	0.161	
81A-1678	2021-10-17 09:09:14	188	4	02:00	4.110000	0.9991	3.540	0.9985	11.5	3.2	0.39	14.282	0.038	
81A-1678	2021-10-17 09:58:43	189	1	02:00	13.520000	0.9998	12.130	0.9992	12.51	2.4	0.466	70.163	0.055	
81A-1678	2021-10-17 10:02:12	190	2	02:00	4.590000	0.9994	3.620	0.9979	8.85	3.2	0.383	8.033	0.046	
81A-1678	2021-10-17 10:05:43	191	3	02:00	2.290000	0.9988	2.120	0.9987	12.7	3.3	0.448	11.974	0.176	
81A-1678	2021-10-17 10:09:12	192	4	02:00	4.070000	0.9993	3.550	0.9985	12.83	3.2	0.389	14.317	0.038	
81A-1678	2021-10-17 10:58:43	193	1	02:00	12.560000	0.9999	11.480	0.9995	13.86	2.4	0.466	70.159	0.067	
81A-1678	2021-10-17 11:02:12	194	2	02:00	4.650000	0.9996	3.980	0.9990	11.39	3.2	0.384	8.138	0.063	
81A-1678	2021-10-17 11:05:41	195	3	02:00	2.140000	0.9991	2.050	0.9991	13.98	3.3	0.45	12.046	0.202	
81A-1678	2021-10-17 11:09:10	196	4	02:00	3.370000	0.9994	3.370	0.9994	14.17	3.2	0.388	14.347	0.038	
81A-1678	2021-10-17 11:58:43	197	1	02:00	12.810000	0.9999	11.590	0.9994	14.68	2.4	0.467	70.217	0.078	
81A-1678	2021-10-17 12:02:13	198	2	02:00	4.280000	0.9996	3.950	0.9994	12.22	3.2	0.383	8.215	0.08	
81A-1678	2021-10-17 12:05:41	199	3	02:00	2.580000	0.9992	2.450	0.9991	14.71	3.3	0.451	12.13	0.219	
81A-1678	2021-10-17 12:09:10	200	4	02:00	3.720000	0.9995	3.620	0.9994	14.91	3.2	0.387	14.377	0.037	
81A-1678	2021-10-17 12:58:43	201	1	02:00	11.000000	0.9999	10.260	0.9997	15.58	2.295	0.466	70.246	0.091	
81A-1678	2021-10-17 13:02:12	202	2	02:00	5.150000	0.9998	4.210	0.9983	13.09	3.2	0.383	8.381	0.1	
81A-1678	2021-10-17 13:05:43	203	3	02:00	2.580000	0.9993	2.310	0.9988	15.72	3.3	0.453	12.324	0.264	
81A-1678	2021-10-17 13:09:12	204	4	02:00	3.550000	0.9991	3.430	0.9991	15.88	3.2	0.386	14.729	0.037	
81A-1678	2021-10-17 13:58:43	205	1	02:00	11.710000	0.9997	11.170	0.9996	16.04	2.324	0.465	70.247	0.103	
81A-1678	2021-10-17 14:02:12	206	2	02:00	4.050000	0.9995	3.440	0.9989	13.25	3.2	0.385	8.536	0.119	
